PLAZAID,DATE,ETC,CASH
11,4/3/2011,"66,275","20,130"
1,4/2/2011,"47,550","29,536"
2,4/2/2011,"58,093","18,961"
3,4/2/2011,"67,249","31,905"
4,4/2/2011,"47,083","10,252"
5,4/2/2011,"13,685","3,341"
6,4/2/2011,"14,556","4,301"
7,4/2/2011,"55,775","13,827"
8,4/2/2011,"30,786","6,604"
9,4/2/2011,"82,099","28,252"
11,4/2/2011,"71,440","20,725"
1,4/1/2011,"53,990","24,630"
2,4/1/2011,"71,591","17,249"
3,4/1/2011,"77,164","26,731"
4,4/1/2011,"52,457","9,034"
5,4/1/2011,"17,206","3,108"
6,4/1/2011,"16,663","3,947"
7,4/1/2011,"71,452","13,238"
8,4/1/2011,"42,747","6,552"
9,4/1/2011,"86,916","22,360"
11,4/1/2011,"79,742","16,530"
1,3/31/2011,"54,477","22,276"
2,3/31/2011,"76,079","16,048"
3,3/31/2011,"80,033","25,058"
4,3/31/2011,"56,318","8,567"
5,3/31/2011,"17,507","2,967"
6,3/31/2011,"16,663","3,585"
7,3/31/2011,"75,409","12,094"
8,3/31/2011,"46,779","6,293"
9,3/31/2011,"90,584","20,608"
11,3/31/2011,"79,721","14,637"
1,3/30/2011,"54,952","21,950"
2,3/30/2011,"73,770","14,931"
3,3/30/2011,"78,237","24,385"
4,3/30/2011,"55,932","8,137"
5,3/30/2011,"17,893","3,076"
6,3/30/2011,"16,907","3,552"
7,3/30/2011,"72,692","11,268"
8,3/30/2011,"44,892","5,756"
9,3/30/2011,"89,191","20,256"
11,3/30/2011,"79,278","14,576"
1,3/29/2011,"54,803","22,050"
2,3/29/2011,"70,337","14,630"
3,3/29/2011,"76,762","24,326"
4,3/29/2011,"53,637","7,723"
5,3/29/2011,"17,710","2,989"
6,3/29/2011,"16,493","3,566"
7,3/29/2011,"69,670","10,882"
8,3/29/2011,"43,206","5,614"
9,3/29/2011,"88,426","20,341"
11,3/29/2011,"77,592","14,313"
1,3/28/2011,"53,145","22,442"
2,3/28/2011,"72,109","15,142"
3,3/28/2011,"77,083","25,451"
4,3/28/2011,"50,851","7,654"
5,3/28/2011,"16,995","2,895"
6,3/28/2011,"16,070","3,470"
7,3/28/2011,"68,717","11,417"
8,3/28/2011,"40,843","5,209"
9,3/28/2011,"86,903","21,069"
11,3/28/2011,"75,037","14,481"
1,3/27/2011,"42,985","28,731"
2,3/27/2011,"57,440","17,616"
3,3/27/2011,"66,133","30,510"
4,3/27/2011,"45,003","9,006"
5,3/27/2011,"13,021","3,003"
6,3/27/2011,"11,823","3,548"
7,3/27/2011,"56,387","13,222"
8,3/27/2011,"32,547","6,278"
9,3/27/2011,"80,183","27,905"
11,3/27/2011,"64,964","19,924"
1,3/26/2011,"45,810","29,604"
2,3/26/2011,"58,349","19,824"
3,3/26/2011,"69,038","32,537"
4,3/26/2011,"46,737","10,350"
5,3/26/2011,"14,111","3,489"
6,3/26/2011,"14,319","4,180"
7,3/26/2011,"58,244","14,643"
8,3/26/2011,"31,505","6,771"
9,3/26/2011,"81,819","28,812"
11,3/26/2011,"71,869","20,796"
1,3/25/2011,"57,518","26,385"
2,3/25/2011,"74,696","17,903"
3,3/25/2011,"83,026","28,375"
4,3/25/2011,"55,958","9,989"
5,3/25/2011,"18,422","3,494"
6,3/25/2011,"17,659","4,239"
7,3/25/2011,"74,722","13,852"
8,3/25/2011,"44,940","6,918"
9,3/25/2011,"96,231","25,249"
11,3/25/2011,"83,763","17,050"
1,3/24/2011,"54,541","22,097"
2,3/24/2011,"74,376","15,627"
3,3/24/2011,"78,995","24,767"
4,3/24/2011,"53,604","8,287"
5,3/24/2011,"18,441","3,014"
6,3/24/2011,"16,720","3,659"
7,3/24/2011,"75,636","11,847"
8,3/24/2011,"44,960","5,789"
9,3/24/2011,"86,715","19,958"
11,3/24/2011,"78,415","14,071"
1,3/23/2011,"51,113","20,343"
2,3/23/2011,"66,998","14,060"
3,3/23/2011,"72,291","22,392"
4,3/23/2011,"48,255","7,040"
5,3/23/2011,"16,636","2,749"
6,3/23/2011,"15,649","3,341"
7,3/23/2011,"69,962","10,975"
8,3/23/2011,"43,253","5,570"
9,3/23/2011,"80,009","17,713"
11,3/23/2011,"73,793","12,746"
1,3/22/2011,"54,211","22,013"
2,3/22/2011,"70,507","14,898"
3,3/22/2011,"78,543","25,233"
4,3/22/2011,"53,544","7,737"
5,3/22/2011,"18,011","3,149"
6,3/22/2011,"16,655","3,740"
7,3/22/2011,"71,583","11,036"
8,3/22/2011,"45,587","5,997"
9,3/22/2011,"87,888","20,305"
11,3/22/2011,"78,063","14,290"
1,3/21/2011,"51,186","21,467"
2,3/21/2011,"67,359","14,679"
3,3/21/2011,"74,136","24,371"
4,3/21/2011,"48,509","7,442"
5,3/21/2011,"16,832","2,850"
6,3/21/2011,"15,606","3,448"
7,3/21/2011,"68,013","11,020"
8,3/21/2011,"39,960","5,346"
9,3/21/2011,"81,999","19,612"
11,3/21/2011,"72,899","14,032"
1,3/20/2011,"45,456","29,850"
2,3/20/2011,"59,342","18,058"
3,3/20/2011,"66,439","31,302"
4,3/20/2011,"46,920","9,767"
5,3/20/2011,"13,553","3,236"
6,3/20/2011,"12,079","3,923"
7,3/20/2011,"58,035","13,729"
8,3/20/2011,"30,223","6,220"
9,3/20/2011,"81,426","28,255"
11,3/20/2011,"65,438","20,518"
1,3/19/2011,"46,904","30,374"
2,3/19/2011,"57,837","19,936"
3,3/19/2011,"67,968","31,677"
4,3/19/2011,"46,945","10,805"
5,3/19/2011,"13,815","3,412"
6,3/19/2011,"14,378","4,418"
7,3/19/2011,"58,505","14,783"
8,3/19/2011,"31,512","6,721"
9,3/19/2011,"80,439","28,836"
11,3/19/2011,"71,786","21,049"
1,3/18/2011,"57,584","26,353"
2,3/18/2011,"76,387","18,980"
3,3/18/2011,"82,512","28,851"
4,3/18/2011,"59,688","10,723"
5,3/18/2011,"18,110","3,673"
6,3/18/2011,"18,067","4,633"
7,3/18/2011,"75,827","14,629"
8,3/18/2011,"43,575","6,812"
9,3/18/2011,"96,106","25,521"
11,3/18/2011,"83,191","17,669"
1,3/17/2011,"55,728","23,255"
2,3/17/2011,"75,806","17,035"
3,3/17/2011,"80,639","26,443"
4,3/17/2011,"55,211","8,567"
5,3/17/2011,"18,132","3,296"
6,3/17/2011,"16,510","3,908"
7,3/17/2011,"72,627","12,427"
8,3/17/2011,"43,903","6,167"
9,3/17/2011,"89,505","21,238"
11,3/17/2011,"79,398","14,816"
1,3/16/2011,"53,144","21,322"
2,3/16/2011,"72,729","15,465"
3,3/16/2011,"77,551","24,428"
4,3/16/2011,"55,222","8,103"
5,3/16/2011,"17,572","2,863"
6,3/16/2011,"16,649","3,600"
7,3/16/2011,"74,904","11,955"
8,3/16/2011,"45,083","5,805"
9,3/16/2011,"85,229","19,755"
11,3/16/2011,"77,066","13,952"
1,3/15/2011,"54,073","22,408"
2,3/15/2011,"72,096","14,955"
3,3/15/2011,"76,628","24,651"
4,3/15/2011,"55,117","8,070"
5,3/15/2011,"17,625","2,911"
6,3/15/2011,"16,813","3,716"
7,3/15/2011,"72,513","11,534"
8,3/15/2011,"44,242","5,596"
9,3/15/2011,"86,974","19,807"
11,3/15/2011,"77,272","14,161"
1,3/14/2011,"52,100","22,937"
2,3/14/2011,"69,485","15,374"
3,3/14/2011,"75,534","26,250"
4,3/14/2011,"51,102","7,837"
5,3/14/2011,"16,753","2,943"
6,3/14/2011,"15,767","3,485"
7,3/14/2011,"66,737","10,746"
8,3/14/2011,"40,229","5,326"
9,3/14/2011,"84,661","20,727"
11,3/14/2011,"74,537","14,574"
1,3/13/2011,"42,139","27,301"
2,3/13/2011,"56,300","17,368"
3,3/13/2011,"64,216","29,421"
4,3/13/2011,"45,922","9,787"
5,3/13/2011,"13,042","2,963"
6,3/13/2011,"11,627","3,486"
7,3/13/2011,"56,130","13,037"
8,3/13/2011,"30,641","5,930"
9,3/13/2011,"76,138","26,767"
11,3/13/2011,"63,478","19,362"
1,3/12/2011,"46,216","29,088"
2,3/12/2011,"55,749","18,376"
3,3/12/2011,"68,303","31,261"
4,3/12/2011,"44,575","10,529"
5,3/12/2011,"13,886","3,236"
6,3/12/2011,"13,931","4,063"
7,3/12/2011,"60,154","14,954"
8,3/12/2011,"31,705","6,945"
9,3/12/2011,"73,710","26,432"
11,3/12/2011,"71,322","20,876"
1,3/11/2011,"57,881","25,436"
2,3/11/2011,"76,240","18,104"
3,3/11/2011,"77,477","27,017"
4,3/11/2011,"51,269","9,495"
5,3/11/2011,"18,108","3,387"
6,3/11/2011,"17,160","3,995"
7,3/11/2011,"76,501","13,891"
8,3/11/2011,"42,979","6,665"
9,3/11/2011,"91,510","23,355"
11,3/11/2011,"80,544","16,389"
1,3/10/2011,"52,971","21,405"
2,3/10/2011,"72,303","15,047"
3,3/10/2011,"75,268","23,341"
4,3/10/2011,"53,663","8,312"
5,3/10/2011,"16,618","2,849"
6,3/10/2011,"15,703","3,526"
7,3/10/2011,"73,909","11,755"
8,3/10/2011,"44,801","6,100"
9,3/10/2011,"83,534","18,580"
11,3/10/2011,"75,519","13,346"
1,3/9/2011,"53,788","21,796"
2,3/9/2011,"73,022","15,125"
3,3/9/2011,"78,356","24,381"
4,3/9/2011,"56,609","8,347"
5,3/9/2011,"17,672","2,824"
6,3/9/2011,"16,428","3,566"
7,3/9/2011,"74,067","11,657"
8,3/9/2011,"44,445","5,792"
9,3/9/2011,"87,897","19,698"
11,3/9/2011,"78,047","14,227"
1,3/8/2011,"53,178","21,486"
2,3/8/2011,"71,603","14,827"
3,3/8/2011,"76,075","24,736"
4,3/8/2011,"54,314","8,019"
5,3/8/2011,"17,817","2,920"
6,3/8/2011,"16,431","3,700"
7,3/8/2011,"71,176","11,351"
8,3/8/2011,"44,374","5,843"
9,3/8/2011,"86,529","19,529"
11,3/8/2011,"76,813","13,960"
1,3/7/2011,"52,949","22,126"
2,3/7/2011,"70,068","15,014"
3,3/7/2011,"72,806","24,539"
4,3/7/2011,"46,404","6,888"
5,3/7/2011,"17,085","2,971"
6,3/7/2011,"16,159","3,651"
7,3/7/2011,"69,733","11,595"
8,3/7/2011,"41,317","5,576"
9,3/7/2011,"82,594","19,748"
11,3/7/2011,"73,134","14,305"
1,3/6/2011,"38,112","25,715"
2,3/6/2011,"51,714","15,638"
3,3/6/2011,"59,090","28,087"
4,3/6/2011,"42,233","8,266"
5,3/6/2011,"11,174","2,699"
6,3/6/2011,"11,002","3,450"
7,3/6/2011,"51,576","12,619"
8,3/6/2011,"31,544","6,462"
9,3/6/2011,"67,457","23,742"
11,3/6/2011,"58,238","17,342"
1,3/5/2011,"45,659","29,293"
2,3/5/2011,"56,561","18,764"
3,3/5/2011,"67,805","31,835"
4,3/5/2011,"47,544","9,985"
5,3/5/2011,"14,315","3,681"
6,3/5/2011,"14,834","4,707"
7,3/5/2011,"56,400","14,245"
8,3/5/2011,"31,128","6,860"
9,3/5/2011,"79,827","27,240"
11,3/5/2011,"70,274","20,135"
1,3/4/2011,"56,518","25,644"
2,3/4/2011,"75,254","18,194"
3,3/4/2011,"81,401","27,884"
4,3/4/2011,"58,981","10,034"
5,3/4/2011,"18,305","3,544"
6,3/4/2011,"17,530","4,303"
7,3/4/2011,"72,704","13,469"
8,3/4/2011,"43,137","6,775"
9,3/4/2011,"93,569","23,994"
11,3/4/2011,"80,210","16,546"
1,3/3/2011,"54,573","22,558"
2,3/3/2011,"76,477","15,929"
3,3/3/2011,"80,153","25,305"
4,3/3/2011,"57,728","8,698"
5,3/3/2011,"17,940","3,176"
6,3/3/2011,"16,929","3,746"
7,3/3/2011,"76,585","12,344"
8,3/3/2011,"46,838","6,374"
9,3/3/2011,"88,346","20,046"
11,3/3/2011,"79,812","14,530"
1,3/2/2011,"53,060","22,083"
2,3/2/2011,"72,207","14,944"
3,3/2/2011,"77,246","24,558"
4,3/2/2011,"55,490","8,381"
5,3/2/2011,"17,533","2,983"
6,3/2/2011,"16,425","3,677"
7,3/2/2011,"72,690","11,334"
8,3/2/2011,"45,277","6,008"
9,3/2/2011,"86,753","19,614"
11,3/2/2011,"77,303","14,160"
1,3/1/2011,"52,155","21,826"
2,3/1/2011,"70,242","14,464"
3,3/1/2011,"76,297","24,636"
4,3/1/2011,"54,823","8,169"
5,3/1/2011,"17,374","2,984"
6,3/1/2011,"16,226","3,678"
7,3/1/2011,"70,717","11,238"
8,3/1/2011,"42,985","5,630"
9,3/1/2011,"85,009","19,291"
11,3/1/2011,"76,267","14,085"
1,2/28/2011,"49,383","21,721"
2,2/28/2011,"64,945","14,496"
3,2/28/2011,"72,406","24,698"
4,2/28/2011,"50,660","7,648"
5,2/28/2011,"15,983","2,752"
6,2/28/2011,"15,091","3,359"
7,2/28/2011,"65,590","10,664"
8,2/28/2011,"40,001","5,396"
9,2/28/2011,"79,162","18,794"
11,2/28/2011,"70,986","13,888"
1,2/27/2011,"40,632","27,311"
2,2/27/2011,"51,876","16,837"
3,2/27/2011,"64,114","30,464"
4,2/27/2011,"44,353","8,895"
5,2/27/2011,"11,611","2,909"
6,2/27/2011,"11,617","3,646"
7,2/27/2011,"51,651","12,084"
8,2/27/2011,"31,309","6,101"
9,2/27/2011,"72,601","26,383"
11,2/27/2011,"60,428","19,051"
1,2/26/2011,"46,220","29,416"
2,2/26/2011,"53,155","18,406"
3,2/26/2011,"64,200","31,475"
4,2/26/2011,"47,146","10,310"
5,2/26/2011,"12,444","3,135"
6,2/26/2011,"13,170","4,255"
7,2/26/2011,"53,256","13,267"
8,2/26/2011,"31,248","6,958"
9,2/26/2011,"79,899","28,126"
11,2/26/2011,"67,438","19,915"
1,2/25/2011,"51,136","24,075"
2,2/25/2011,"65,750","16,584"
3,2/25/2011,"75,460","26,405"
4,2/25/2011,"51,152","9,322"
5,2/25/2011,"14,183","2,903"
6,2/25/2011,"13,927","3,687"
7,2/25/2011,"67,315","12,966"
8,2/25/2011,"40,805","6,340"
9,2/25/2011,"83,940","22,612"
11,2/25/2011,"73,311","15,610"
1,2/24/2011,"53,882","23,146"
2,2/24/2011,"72,298","16,108"
3,2/24/2011,"82,087","26,844"
4,2/24/2011,"55,106","8,792"
5,2/24/2011,"15,500","2,867"
6,2/24/2011,"14,920","3,500"
7,2/24/2011,"72,596","12,395"
8,2/24/2011,"44,767","5,951"
9,2/24/2011,"90,436","21,857"
11,2/24/2011,"77,638","15,228"
1,2/23/2011,"52,214","22,757"
2,2/23/2011,"69,168","15,540"
3,2/23/2011,"79,186","25,731"
4,2/23/2011,"53,749","8,433"
5,2/23/2011,"15,078","2,856"
6,2/23/2011,"14,319","3,448"
7,2/23/2011,"69,488","12,048"
8,2/23/2011,"43,908","5,893"
9,2/23/2011,"87,870","21,171"
11,2/23/2011,"76,539","14,888"
1,2/22/2011,"50,583","22,251"
2,2/22/2011,"68,463","15,098"
3,2/22/2011,"77,089","25,889"
4,2/22/2011,"51,794","8,342"
5,2/22/2011,"14,847","2,732"
6,2/22/2011,"14,152","3,348"
7,2/22/2011,"68,901","11,526"
8,2/22/2011,"42,993","5,795"
9,2/22/2011,"85,556","21,467"
11,2/22/2011,"73,171","14,604"
1,2/21/2011,"39,162","21,232"
2,2/21/2011,"47,333","12,990"
3,2/21/2011,"60,821","24,551"
4,2/21/2011,"33,949","6,090"
5,2/21/2011,"11,469","2,431"
6,2/21/2011,"10,724","2,953"
7,2/21/2011,"48,443","9,853"
8,2/21/2011,"26,160","4,200"
9,2/21/2011,"65,049","19,667"
11,2/21/2011,"59,851","15,477"
1,2/20/2011,"39,089","27,506"
2,2/20/2011,"47,127","16,125"
3,2/20/2011,"66,554","31,524"
4,2/20/2011,"41,339","8,811"
5,2/20/2011,"11,389","2,592"
6,2/20/2011,"10,631","3,456"
7,2/20/2011,"47,430","12,129"
8,2/20/2011,"29,128","5,689"
9,2/20/2011,"72,709","25,923"
11,2/20/2011,"63,693","19,993"
1,2/19/2011,"43,750","28,895"
2,2/19/2011,"50,187","18,243"
3,2/19/2011,"70,273","31,849"
4,2/19/2011,"43,403","9,899"
5,2/19/2011,"12,026","2,975"
6,2/19/2011,"12,744","3,849"
7,2/19/2011,"52,059","13,549"
8,2/19/2011,"28,233","6,372"
9,2/19/2011,"76,693","27,324"
11,2/19/2011,"70,252","20,624"
1,2/18/2011,"56,292","26,131"
2,2/18/2011,"77,697","19,005"
3,2/18/2011,"86,923","28,984"
4,2/18/2011,"61,225","11,473"
5,2/18/2011,"17,382","3,385"
6,2/18/2011,"17,112","4,173"
7,2/18/2011,"73,502","14,060"
8,2/18/2011,"43,419","6,916"
9,2/18/2011,"93,237","24,742"
11,2/18/2011,"84,448","17,801"
1,2/17/2011,"55,218","22,431"
2,2/17/2011,"75,118","15,597"
3,2/17/2011,"81,420","25,198"
4,2/17/2011,"57,161","8,859"
5,2/17/2011,"17,318","2,936"
6,2/17/2011,"16,594","3,807"
7,2/17/2011,"76,798","12,409"
8,2/17/2011,"46,026","5,949"
9,2/17/2011,"88,643","20,120"
11,2/17/2011,"79,109","14,358"
1,2/16/2011,"52,280","21,046"
2,2/16/2011,"72,051","15,114"
3,2/16/2011,"77,668","24,036"
4,2/16/2011,"55,115","8,071"
5,2/16/2011,"17,151","2,812"
6,2/16/2011,"15,918","3,544"
7,2/16/2011,"73,955","11,533"
8,2/16/2011,"45,886","6,178"
9,2/16/2011,"84,888","19,347"
11,2/16/2011,"76,756","13,755"
1,2/15/2011,"52,077","21,756"
2,2/15/2011,"71,200","14,585"
3,2/15/2011,"76,640","24,708"
4,2/15/2011,"53,661","8,145"
5,2/15/2011,"17,103","2,833"
6,2/15/2011,"15,933","3,609"
7,2/15/2011,"73,356","11,732"
8,2/15/2011,"44,218","5,796"
9,2/15/2011,"84,141","19,352"
11,2/15/2011,"75,802","13,850"
1,2/14/2011,"50,880","22,830"
2,2/14/2011,"67,209","15,205"
3,2/14/2011,"74,687","25,623"
4,2/14/2011,"52,564","8,542"
5,2/14/2011,"16,724","2,961"
6,2/14/2011,"15,908","3,585"
7,2/14/2011,"66,533","11,723"
8,2/14/2011,"43,049","6,430"
9,2/14/2011,"81,235","20,615"
11,2/14/2011,"72,559","14,275"
1,2/13/2011,"37,802","26,066"
2,2/13/2011,"52,870","16,329"
3,2/13/2011,"62,828","29,691"
4,2/13/2011,"44,826","8,807"
5,2/13/2011,"12,245","2,826"
6,2/13/2011,"11,073","3,451"
7,2/13/2011,"52,951","12,563"
8,2/13/2011,"33,605","6,637"
9,2/13/2011,"69,000","24,364"
11,2/13/2011,"60,198","18,230"
1,2/12/2011,"41,516","28,197"
2,2/12/2011,"53,877","18,149"
3,2/12/2011,"65,187","31,017"
4,2/12/2011,"46,360","10,202"
5,2/12/2011,"12,778","2,917"
6,2/12/2011,"12,855","3,895"
7,2/12/2011,"54,363","13,776"
8,2/12/2011,"32,542","7,210"
9,2/12/2011,"71,401","25,338"
11,2/12/2011,"66,435","19,220"
1,2/11/2011,"53,755","25,062"
2,2/11/2011,"72,111","17,425"
3,2/11/2011,"81,089","27,711"
4,2/11/2011,"57,353","10,056"
5,2/11/2011,"17,034","3,109"
6,2/11/2011,"16,590","4,166"
7,2/11/2011,"73,077","13,129"
8,2/11/2011,"43,688","6,723"
9,2/11/2011,"88,660","22,747"
11,2/11/2011,"77,908","16,107"
1,2/10/2011,"53,312","21,800"
2,2/10/2011,"74,787","15,680"
3,2/10/2011,"78,795","24,172"
4,2/10/2011,"56,631","8,408"
5,2/10/2011,"17,302","2,815"
6,2/10/2011,"16,257","3,596"
7,2/10/2011,"74,896","12,233"
8,2/10/2011,"47,206","6,438"
9,2/10/2011,"86,573","18,939"
11,2/10/2011,"77,726","13,613"
1,2/9/2011,"51,711","20,321"
2,2/9/2011,"72,299","14,627"
3,2/9/2011,"75,407","22,536"
4,2/9/2011,"55,794","8,419"
5,2/9/2011,"17,201","2,816"
6,2/9/2011,"16,060","3,468"
7,2/9/2011,"71,880","11,159"
8,2/9/2011,"45,851","6,150"
9,2/9/2011,"83,050","18,769"
11,2/9/2011,"76,675","13,493"
1,2/8/2011,"50,766","20,497"
2,2/8/2011,"67,094","13,700"
3,2/8/2011,"71,325","21,774"
4,2/8/2011,"52,472","7,565"
5,2/8/2011,"16,905","2,799"
6,2/8/2011,"15,591","3,421"
7,2/8/2011,"67,320","10,306"
8,2/8/2011,"43,392","5,643"
9,2/8/2011,"80,784","18,034"
11,2/8/2011,"74,095","13,139"
1,2/7/2011,"51,669","21,711"
2,2/7/2011,"66,888","14,500"
3,2/7/2011,"68,756","23,341"
4,2/7/2011,"51,105","7,741"
5,2/7/2011,"16,515","2,942"
6,2/7/2011,"15,443","3,427"
7,2/7/2011,"65,326","10,259"
8,2/7/2011,"39,847","5,270"
9,2/7/2011,"86,617","20,310"
11,2/7/2011,"72,820","13,863"
1,2/6/2011,"34,939","24,135"
2,2/6/2011,"47,251","14,567"
3,2/6/2011,"58,910","27,291"
4,2/6/2011,"39,049","7,504"
5,2/6/2011,"11,700","2,751"
6,2/6/2011,"10,749","3,322"
7,2/6/2011,"43,922","10,124"
8,2/6/2011,"26,898","4,942"
9,2/6/2011,"62,165","21,269"
11,2/6/2011,"57,129","17,086"
1,2/5/2011,"35,489","23,970"
2,2/5/2011,"41,697","14,219"
3,2/5/2011,"54,499","25,919"
4,2/5/2011,"33,554","7,016"
5,2/5/2011,"11,552","2,615"
6,2/5/2011,"11,922","3,494"
7,2/5/2011,"43,591","10,640"
8,2/5/2011,"24,839","4,975"
9,2/5/2011,"56,353","20,291"
11,2/5/2011,"57,724","16,261"
1,2/4/2011,"54,308","23,943"
2,2/4/2011,"72,802","17,280"
3,2/4/2011,"74,720","26,202"
4,2/4/2011,"57,675","10,075"
5,2/4/2011,"17,202","2,992"
6,2/4/2011,"16,493","4,092"
7,2/4/2011,"70,140","13,146"
8,2/4/2011,"43,001","6,585"
9,2/4/2011,"91,809","22,675"
11,2/4/2011,"77,949","15,781"
1,2/3/2011,"51,320","19,956"
2,2/3/2011,"71,064","14,425"
3,2/3/2011,"71,191","22,793"
4,2/3/2011,"53,974","8,062"
5,2/3/2011,"16,610","2,685"
6,2/3/2011,"15,768","3,446"
7,2/3/2011,"70,533","11,275"
8,2/3/2011,"44,578","5,923"
9,2/3/2011,"84,680","18,376"
11,2/3/2011,"74,807","13,576"
1,2/2/2011,"34,262","13,733"
2,2/2/2011,"42,480","9,442"
3,2/2/2011,"46,916","14,532"
4,2/2/2011,"24,349","3,776"
5,2/2/2011,"12,955","2,142"
6,2/2/2011,"12,400","2,751"
7,2/2/2011,"48,846","7,671"
8,2/2/2011,"32,096","4,209"
9,2/2/2011,"49,079","10,986"
11,2/2/2011,"56,429","9,895"
1,2/1/2011,"40,612","15,953"
2,2/1/2011,"48,744","10,475"
3,2/1/2011,"55,587","17,194"
4,2/1/2011,"32,475","4,819"
5,2/1/2011,"14,678","2,332"
6,2/1/2011,"13,959","3,186"
7,2/1/2011,"51,883","7,965"
8,2/1/2011,"36,129","4,479"
9,2/1/2011,"60,944","13,743"
11,2/1/2011,"63,720","10,991"
1,1/31/2011,"48,811","20,556"
2,1/31/2011,"67,818","14,508"
3,1/31/2011,"77,230","24,419"
4,1/31/2011,"53,950","8,318"
5,1/31/2011,"16,470","2,809"
6,1/31/2011,"15,839","3,292"
7,1/31/2011,"67,556","10,715"
8,1/31/2011,"42,594","5,993"
9,1/31/2011,"82,768","19,670"
11,1/31/2011,"73,455","14,141"
1,1/30/2011,"35,580","22,669"
2,1/30/2011,"48,291","14,299"
3,1/30/2011,"60,034","26,526"
4,1/30/2011,"42,179","7,565"
5,1/30/2011,"10,625","2,312"
6,1/30/2011,"10,218","2,937"
7,1/30/2011,"48,073","10,506"
8,1/30/2011,"26,283","4,836"
9,1/30/2011,"65,143","21,459"
11,1/30/2011,"54,875","15,962"
1,1/29/2011,"36,833","23,275"
2,1/29/2011,"45,195","14,556"
3,1/29/2011,"58,598","26,412"
4,1/29/2011,"38,946","7,988"
5,1/29/2011,"11,454","2,516"
6,1/29/2011,"11,851","3,323"
7,1/29/2011,"46,678","11,360"
8,1/29/2011,"25,003","5,081"
9,1/29/2011,"65,264","21,641"
11,1/29/2011,"58,558","16,059"
1,1/28/2011,"49,699","21,544"
2,1/28/2011,"68,479","15,543"
3,1/28/2011,"75,393","24,369"
4,1/28/2011,"51,554","8,477"
5,1/28/2011,"15,069","2,576"
6,1/28/2011,"14,896","3,403"
7,1/28/2011,"67,474","12,028"
8,1/28/2011,"37,336","5,462"
9,1/28/2011,"82,559","19,892"
11,1/28/2011,"69,862","13,771"
1,1/27/2011,"26,332","10,850"
2,1/27/2011,"37,709","8,198"
3,1/27/2011,"38,667","12,184"
4,1/27/2011,"25,361","3,985"
5,1/27/2011,"7,206","1,417"
6,1/27/2011,"7,239","1,668"
7,1/27/2011,"41,571","7,716"
8,1/27/2011,"19,439","2,775"
9,1/27/2011,"38,170","8,947"
11,1/27/2011,"34,183","6,790"
1,1/26/2011,"40,873","15,344"
2,1/26/2011,"49,244","10,134"
3,1/26/2011,"56,498","16,565"
4,1/26/2011,"33,984","4,919"
5,1/26/2011,"13,221","2,224"
6,1/26/2011,"13,328","2,690"
7,1/26/2011,"50,840","7,839"
8,1/26/2011,"32,156","4,224"
9,1/26/2011,"62,188","12,850"
11,1/26/2011,"57,020","9,502"
1,1/25/2011,"48,954","19,356"
2,1/25/2011,"66,074","13,320"
3,1/25/2011,"69,658","21,723"
4,1/25/2011,"49,896","6,818"
5,1/25/2011,"16,136","2,609"
6,1/25/2011,"15,370","3,311"
7,1/25/2011,"66,142","9,993"
8,1/25/2011,"41,245","5,213"
9,1/25/2011,"78,379","17,309"
11,1/25/2011,"73,208","12,772"
1,1/24/2011,"49,372","20,607"
2,1/24/2011,"66,827","14,150"
3,1/24/2011,"74,511","23,931"
4,1/24/2011,"50,796","7,584"
5,1/24/2011,"15,570","2,624"
6,1/24/2011,"15,187","3,292"
7,1/24/2011,"67,457","10,960"
8,1/24/2011,"40,400","5,529"
9,1/24/2011,"82,023","19,213"
11,1/24/2011,"71,699","13,728"
1,1/23/2011,"35,085","23,026"
2,1/23/2011,"45,669","13,907"
3,1/23/2011,"58,059","27,198"
4,1/23/2011,"37,884","7,334"
5,1/23/2011,"10,417","2,369"
6,1/23/2011,"9,993","2,915"
7,1/23/2011,"46,202","10,656"
8,1/23/2011,"24,978","4,709"
9,1/23/2011,"62,905","22,281"
11,1/23/2011,"54,822","16,508"
1,1/22/2011,"38,838","24,507"
2,1/22/2011,"47,528","15,363"
3,1/22/2011,"60,988","27,829"
4,1/22/2011,"42,945","8,605"
5,1/22/2011,"12,192","2,786"
6,1/22/2011,"12,328","3,393"
7,1/22/2011,"50,678","12,176"
8,1/22/2011,"27,483","5,351"
9,1/22/2011,"68,628","23,040"
11,1/22/2011,"63,490","17,624"
1,1/21/2011,"45,176","20,445"
2,1/21/2011,"56,128","13,990"
3,1/21/2011,"64,737","22,106"
4,1/21/2011,"40,946","7,186"
5,1/21/2011,"14,693","2,700"
6,1/21/2011,"14,469","3,468"
7,1/21/2011,"59,228","10,623"
8,1/21/2011,"34,882","5,105"
9,1/21/2011,"68,363","17,384"
11,1/21/2011,"66,010","13,435"
1,1/20/2011,"53,921","21,988"
2,1/20/2011,"74,585","15,853"
3,1/20/2011,"80,285","25,239"
4,1/20/2011,"56,455","8,462"
5,1/20/2011,"17,817","3,048"
6,1/20/2011,"16,743","3,666"
7,1/20/2011,"74,903","11,862"
8,1/20/2011,"45,724","6,429"
9,1/20/2011,"89,214","20,330"
11,1/20/2011,"78,934","14,673"
1,1/19/2011,"51,396","20,505"
2,1/19/2011,"70,094","14,376"
3,1/19/2011,"74,162","23,066"
4,1/19/2011,"53,131","7,818"
